"","Date","StartTime","Away","AwayPts","Home","HomePts","Attend","season"
"334","Sun, Feb 21, 2016","3:30p","New Orleans Pelicans","111","Detroit Pistons","106","17,886",2016
"335","Sun, Feb 21, 2016","3:30p","Cleveland Cavaliers","115","Oklahoma City Thunder","92","18,203",2016
"336","Sun, Feb 21, 2016","5:00p","Boston Celtics","121","Denver Nuggets","101","16,065",2016
"337","Sun, Feb 21, 2016","5:00p","San Antonio Spurs","118","Phoenix Suns","111","16,224",2016
"338","Sun, Feb 21, 2016","6:00p","Charlotte Hornets","104","Brooklyn Nets","96","16,155",2016
"339","Sun, Feb 21, 2016","6:00p","Indiana Pacers","105","Orlando Magic","102","17,242",2016
"340","Sun, Feb 21, 2016","6:00p","Memphis Grizzlies","85","Toronto Raptors","98","19,800",2016
"341","Sun, Feb 21, 2016","7:00p","Philadelphia 76ers","103","Dallas Mavericks","129","20,194",2016
"342","Sun, Feb 21, 2016","8:00p","Los Angeles Lakers","115","Chicago Bulls","126","23,143",2016
"343","Sun, Feb 21, 2016","9:00p","Utah Jazz","111","Portland Trail Blazers","115","19,470",2016
"344","Mon, Feb 22, 2016","7:00p","Detroit Pistons","96","Cleveland Cavaliers","88","20,562",2016
"345","Mon, Feb 22, 2016","7:30p","Indiana Pacers","93","Miami Heat","101","19,600",2016
"346","Mon, Feb 22, 2016","7:30p","Toronto Raptors","122","New York Knicks","95","19,812",2016
"347","Mon, Feb 22, 2016","8:00p","Golden State Warriors","102","Atlanta Hawks","92","19,330",2016
"348","Mon, Feb 22, 2016","8:00p","Los Angeles Lakers","101","Milwaukee Bucks","108","18,717",2016
"349","Mon, Feb 22, 2016","8:00p","Boston Celtics","122","Minnesota Timberwolves","124","11,639",2016
"350","Mon, Feb 22, 2016","10:30p","Phoenix Suns","84","Los Angeles Clippers","124","19,060",2016
"351","Tue, Feb 23, 2016","7:00p","Orlando Magic","124","Philadelphia 76ers","115","13,745",2016
"352","Tue, Feb 23, 2016","7:00p","New Orleans Pelicans","89","Washington Wizards","109","15,743",2016
"353","Tue, Feb 23, 2016","9:00p","Sacramento Kings","114","Denver Nuggets","110","15,721",2016
"354","Tue, Feb 23, 2016","9:00p","Houston Rockets","114","Utah Jazz","117","18,132",2016
"355","Tue, Feb 23, 2016","10:00p","Brooklyn Nets","104","Portland Trail Blazers","112","19,393",2016
"356","Wed, Feb 24, 2016","7:00p","Charlotte Hornets","103","Cleveland Cavaliers","114","20,562",2016
"357","Wed, Feb 24, 2016","7:00p","New York Knicks","105","Indiana Pacers","108","16,018",2016
"358","Wed, Feb 24, 2016","7:30p","Philadelphia 76ers","91","Detroit Pistons","111","13,429",2016
"359","Wed, Feb 24, 2016","7:30p","Golden State Warriors","118","Miami Heat","112","19,899",2016
"360","Wed, Feb 24, 2016","7:30p","Minnesota Timberwolves","105","Toronto Raptors","114","19,800",2016
"361","Wed, Feb 24, 2016","8:00p","Washington Wizards","104","Chicago Bulls","109","21,560",2016
"362","Wed, Feb 24, 2016","8:00p","Los Angeles Lakers","119","Memphis Grizzlies","128","18,119",2016
"363","Wed, Feb 24, 2016","8:30p","Oklahoma City Thunder","116","Dallas Mavericks","103","19,805",2016
"364","Wed, Feb 24, 2016","10:30p","Denver Nuggets","87","Los Angeles Clippers","81","19,060",2016
"365","Wed, Feb 24, 2016","10:30p","San Antonio Spurs","108","Sacramento Kings","92","17,317",2016
"366","Thu, Feb 25, 2016","7:00p","Golden State Warriors","130","Orlando Magic","114","19,189",2016
"367","Thu, Feb 25, 2016","7:30p","Milwaukee Bucks","107","Boston Celtics","112","18,157",2016
"368","Thu, Feb 25, 2016","8:00p","Oklahoma City Thunder","119","New Orleans Pelicans","123","16,974",2016
"369","Thu, Feb 25, 2016","9:00p","Brooklyn Nets","116","Phoenix Suns","106","16,145",2016
"370","Thu, Feb 25, 2016","10:30p","Houston Rockets","119","Portland Trail Blazers","105","19,393",2016
"371","Thu, Feb 25, 2016","10:30p","San Antonio Spurs","96","Utah Jazz","78","19,911",2016
"372","Fri, Feb 26, 2016","7:00p","Charlotte Hornets","96","Indiana Pacers","95","18,165",2016
"373","Fri, Feb 26, 2016","7:00p","Washington Wizards","103","Philadelphia 76ers","94","16,511",2016
"374","Fri, Feb 26, 2016","7:30p","Orlando Magic","95","New York Knicks","108","19,812",2016
"375","Fri, Feb 26, 2016","7:30p","Cleveland Cavaliers","97","Toronto Raptors","99","19,800",2016
"376","Fri, Feb 26, 2016","8:00p","Chicago Bulls","88","Atlanta Hawks","103","18,123",2016
"377","Fri, Feb 26, 2016","8:30p","Denver Nuggets","116","Dallas Mavericks","122","20,298",2016
"378","Fri, Feb 26, 2016","10:00p","Los Angeles Clippers","117","Sacramento Kings","107","17,317",2016
"379","Fri, Feb 26, 2016","10:30p","Memphis Grizzlies","112","Los Angeles Lakers","95","18,997",2016
"380","Sat, Feb 27, 2016","3:00p","Miami Heat","89","Boston Celtics","101","18,624",2016
"381","Sat, Feb 27, 2016","7:00p","Minnesota Timberwolves","112","New Orleans Pelicans","110","17,338",2016
"382","Sat, Feb 27, 2016","8:00p","Portland Trail Blazers","103","Chicago Bulls","95","21,962",2016
"383","Sat, Feb 27, 2016","8:00p","San Antonio Spurs","104","Houston Rockets","94","18,240",2016
"384","Sat, Feb 27, 2016","8:30p","Detroit Pistons","102","Milwaukee Bucks","91","17,165",2016
"385","Sat, Feb 27, 2016","8:30p","Golden State Warriors","121","Oklahoma City Thunder","118","18,203",2016
"386","Sat, Feb 27, 2016","9:30p","Memphis Grizzlies","106","Phoenix Suns","111","17,101",2016
"387","Sat, Feb 27, 2016","9:30p","Brooklyn Nets","98","Utah Jazz","96","18,863",2016
"388","Sun, Feb 28, 2016","1:00p","Cleveland Cavaliers","99","Washington Wizards","113","20,356",2016
"389","Sun, Feb 28, 2016","3:30p","Charlotte Hornets","76","Atlanta Hawks","87","17,156",2016
"390","Sun, Feb 28, 2016","6:00p","Toronto Raptors","101","Detroit Pistons","114","17,201",2016
"391","Sun, Feb 28, 2016","6:00p","Portland Trail Blazers","111","Indiana Pacers","102","16,662",2016
"392","Sun, Feb 28, 2016","6:00p","Philadelphia 76ers","116","Orlando Magic","130","16,168",2016
"393","Sun, Feb 28, 2016","7:00p","Minnesota Timberwolves","101","Dallas Mavericks","128","20,289",2016
"394","Sun, Feb 28, 2016","7:30p","Miami Heat","98","New York Knicks","81","19,812",2016
"395","Mon, Feb 29, 2016","7:00p","Indiana Pacers","96","Cleveland Cavaliers","100","20,562",2016
"396","Mon, Feb 29, 2016","7:00p","Philadelphia 76ers","108","Washington Wizards","116","15,096",2016
"397","Mon, Feb 29, 2016","7:30p","Utah Jazz","95","Boston Celtics","100","17,680",2016
"398","Mon, Feb 29, 2016","8:00p","Houston Rockets","121","Milwaukee Bucks","128","13,214",2016
"399","Mon, Feb 29, 2016","9:00p","Memphis Grizzlies","103","Denver Nuggets","96","10,324",2016
"400","Mon, Feb 29, 2016","10:00p","Oklahoma City Thunder","131","Sacramento Kings","116","17,317",2016
"401","Mon, Feb 29, 2016","10:30p","Brooklyn Nets","95","Los Angeles Clippers","105","19,060",2016
"402","Tue, Mar 1, 2016","7:00p","Phoenix Suns","92","Charlotte Hornets","126","16,849",2016
"403","Tue, Mar 1, 2016","7:30p","Chicago Bulls","111","Miami Heat","129","19,654",2016
"404","Tue, Mar 1, 2016","7:30p","Portland Trail Blazers","104","New York Knicks","85","19,812",2016
"405","Tue, Mar 1, 2016","8:30p","Orlando Magic","108","Dallas Mavericks","121","19,546",2016
"406","Tue, Mar 1, 2016","10:30p","Atlanta Hawks","105","Golden State Warriors","109","19,596",2016
"407","Tue, Mar 1, 2016","10:30p","Brooklyn Nets","101","Los Angeles Lakers","107","18,997",2016
"408","Wed, Mar 2, 2016","7:00p","Chicago Bulls","89","Orlando Magic","102","16,072",2016
"409","Wed, Mar 2, 2016","7:00p","Charlotte Hornets","119","Philadelphia 76ers","99","11,143",2016
"410","Wed, Mar 2, 2016","7:30p","Portland Trail Blazers","93","Boston Celtics","116","18,624",2016
"411","Wed, Mar 2, 2016","7:30p","Utah Jazz","94","Toronto Raptors","104","19,800",2016
"412","Wed, Mar 2, 2016","8:00p","New Orleans Pelicans","95","Houston Rockets","100","18,226",2016
"413","Wed, Mar 2, 2016","8:00p","Sacramento Kings","98","Memphis Grizzlies","104","15,310",2016
"414","Wed, Mar 2, 2016","8:00p","Indiana Pacers","104","Milwaukee Bucks","99","14,263",2016
"415","Wed, Mar 2, 2016","8:00p","Washington Wizards","104","Minnesota Timberwolves","98","11,307",2016
"416","Wed, Mar 2, 2016","8:00p","Detroit Pistons","81","San Antonio Spurs","97","18,418",2016
"417","Wed, Mar 2, 2016","9:00p","Los Angeles Lakers","107","Denver Nuggets","117","20,096",2016
"418","Wed, Mar 2, 2016","10:30p","Oklahoma City Thunder","98","Los Angeles Clippers","103","19,304",2016
"419","Thu, Mar 3, 2016","7:30p","Phoenix Suns","92","Miami Heat","108","19,600",2016
"420","Thu, Mar 3, 2016","8:00p","San Antonio Spurs","94","New Orleans Pelicans","86","17,781",2016
"421","Thu, Mar 3, 2016","8:30p","Sacramento Kings","104","Dallas Mavericks","101","19,910",2016
"422","Thu, Mar 3, 2016","10:30p","Oklahoma City Thunder","106","Golden State Warriors","121","19,596",2016
"423","Fri, Mar 4, 2016","7:00p","Indiana Pacers","101","Charlotte Hornets","108","19,099",2016
"424","Fri, Mar 4, 2016","7:00p","Phoenix Suns","102","Orlando Magic","84","17,546",2016
"425","Fri, Mar 4, 2016","7:00p","Miami Heat","112","Philadelphia 76ers","102","17,610",2016
"426","Fri, Mar 4, 2016","7:30p","New York Knicks","104","Boston Celtics","105","18,624",2016
"427","Fri, Mar 4, 2016","7:30p","Portland Trail Blazers","115","Toronto Raptors","117","19,800",2016
"428","Fri, Mar 4, 2016","8:00p","Washington Wizards","83","Cleveland Cavaliers","108","20,562",2016
"429","Fri, Mar 4, 2016","8:00p","Utah Jazz","88","Memphis Grizzlies","94","17,188",2016
"430","Fri, Mar 4, 2016","8:00p","Minnesota Timberwolves","101","Milwaukee Bucks","116","16,366",2016
"431","Fri, Mar 4, 2016","9:00p","Brooklyn Nets","121","Denver Nuggets","120","14,163",2016
"432","Fri, Mar 4, 2016","10:30p","Atlanta Hawks","106","Los Angeles Lakers","77","18,997",2016
"433","Sat, Mar 5, 2016","7:00p","Boston Celtics","103","Cleveland Cavaliers","120","20,562",2016
"434","Sat, Mar 5, 2016","7:00p","Utah Jazz","106","New Orleans Pelicans","94","16,680",2016
"435","Sat, Mar 5, 2016","7:00p","Detroit Pistons","89","New York Knicks","102","19,812",2016
"436","Sat, Mar 5, 2016","7:00p","Indiana Pacers","100","Washington Wizards","99","20,356",2016
"437","Sat, Mar 5, 2016","8:00p","Brooklyn Nets","118","Minnesota Timberwolves","132","15,987",2016
"438","Sat, Mar 5, 2016","8:30p","Houston Rockets","100","Chicago Bulls","108","22,203",2016
"439","Sat, Mar 5, 2016","8:30p","Sacramento Kings","94","San Antonio Spurs","104","18,418",2016
"440","Sat, Mar 5, 2016","10:30p","Atlanta Hawks","107","Los Angeles Clippers","97","19,236",2016
"441","Sun, Mar 6, 2016","3:30p","Golden State Warriors","95","Los Angeles Lakers","112","18,997",2016
"442","Sun, Mar 6, 2016","3:30p","Oklahoma City Thunder","104","Milwaukee Bucks","96","16,565",2016
"443","Sun, Mar 6, 2016","4:00p","Phoenix Suns","109","Memphis Grizzlies","100","17,291",2016
"444","Sun, Mar 6, 2016","5:00p","Dallas Mavericks","114","Denver Nuggets","116","14,802",2016
"445","Sun, Mar 6, 2016","6:00p","Portland Trail Blazers","103","Detroit Pistons","123","18,386",2016
"446","Sun, Mar 6, 2016","6:00p","Philadelphia 76ers","98","Miami Heat","103","19,820",2016
"447","Sun, Mar 6, 2016","6:30p","Houston Rockets","113","Toronto Raptors","107","19,800",2016
"448","Mon, Mar 7, 2016","7:00p","Minnesota Timberwolves","103","Charlotte Hornets","108","15,912",2016
"449","Mon, Mar 7, 2016","7:00p","Memphis Grizzlies","106","Cleveland Cavaliers","103","20,562",2016
"450","Mon, Mar 7, 2016","7:00p","San Antonio Spurs","91","Indiana Pacers","99","16,742",2016
"451","Mon, Mar 7, 2016","8:00p","Milwaukee Bucks","90","Chicago Bulls","100","21,672",2016
"452","Mon, Mar 7, 2016","8:00p","Sacramento Kings","112","New Orleans Pelicans","115","16,403",2016
"453","Mon, Mar 7, 2016","8:30p","Los Angeles Clippers","109","Dallas Mavericks","90","20,002",2016
"454","Mon, Mar 7, 2016","10:30p","Orlando Magic","113","Golden State Warriors","119","19,596",2016
"455","Tue, Mar 8, 2016","7:30p","Brooklyn Nets","99","Toronto Raptors","104","19,800",2016
"456","Tue, Mar 8, 2016","8:00p","San Antonio Spurs","116","Minnesota Timberwolves","91","14,093",2016
"457","Tue, Mar 8, 2016","9:00p","New York Knicks","94","Denver Nuggets","110","13,305",2016
"458","Tue, Mar 8, 2016","9:00p","Atlanta Hawks","91","Utah Jazz","84","19,282",2016
"459","Tue, Mar 8, 2016","10:00p","Washington Wizards","109","Portland Trail Blazers","116","19,393",2016
"460","Tue, Mar 8, 2016","10:30p","Orlando Magic","98","Los Angeles Lakers","107","18,997",2016
"461","Wed, Mar 9, 2016","7:00p","Memphis Grizzlies","96","Boston Celtics","116","17,790",2016
"462","Wed, Mar 9, 2016","7:00p","New Orleans Pelicans","113","Charlotte Hornets","122","16,335",2016
"463","Wed, Mar 9, 2016","7:00p","Houston Rockets","118","Philadelphia 76ers","104","15,237",2016
"464","Wed, Mar 9, 2016","8:00p","Miami Heat","108","Milwaukee Bucks","114","15,005",2016
